location,location_abbreviation,year,week,epiweek,value
49,UT,2020,20,202020,12
50,VT,2020,20,202020,0
78,VI,2020,20,202020,2
51,VA,2020,20,202020,176
53,WA,2020,20,202020,78
54,WV,2020,20,202020,12
55,WI,2020,20,202020,55
56,WY,2020,20,202020,0
01,AL,2020,21,202021,64
02,AK,2020,21,202021,0
04,AZ,2020,21,202021,122
05,AR,2020,21,202021,17
06,CA,2020,21,202021,530
08,CO,2020,21,202021,135
09,CT,2020,21,202021,336
10,DE,2020,21,202021,36
11,DC,2020,21,202021,52
12,FL,2020,21,202021,269
13,GA,2020,21,202021,224
66,GU,2020,21,202021,0
15,HI,2020,21,202021,0
16,ID,2020,21,202021,6
17,IL,2020,21,202021,661
18,IN,2020,21,202021,223
19,IA,2020,21,202021,100
20,KS,2020,21,202021,10
21,KY,2020,21,202021,57
22,LA,2020,21,202021,189
23,ME,2020,21,202021,7
24,MD,2020,21,202021,286
25,MA,2020,21,202021,599
26,MI,2020,21,202021,342
27,MN,2020,21,202021,152
28,MS,2020,21,202021,106
29,MO,2020,21,202021,88
30,MT,2020,21,202021,0
31,NE,2020,21,202021,24
32,NV,2020,21,202021,40
33,NH,2020,21,202021,37
34,NJ,2020,21,202021,821
35,NM,2020,21,202021,43
36,NY,2020,21,202021,982
37,NC,2020,21,202021,102
38,ND,2020,21,202021,10
69,MP,2020,21,202021,0
39,OH,2020,21,202021,346
40,OK,2020,21,202021,23
41,OR,2020,21,202021,10
42,PA,2020,21,202021,632
72,PR,2020,21,202021,5
44,RI,2020,21,202021,108
45,SC,2020,21,202021,45
46,SD,2020,21,202021,6
47,TN,2020,21,202021,34
48,TX,2020,21,202021,160
49,UT,2020,21,202021,19
50,VT,2020,21,202021,1
78,VI,2020,21,202021,0
51,VA,2020,21,202021,156
53,WA,2020,21,202021,51
54,WV,2020,21,202021,8
55,WI,2020,21,202021,54
56,WY,2020,21,202021,5
