location,location_name,model,mean ahead,past mean,SD,cutoff,reason excluded
41,Oregon,CU-select,36,43,5.6,20.7,eligible
41,Oregon,GT-DeepCOVID,41,43,5.6,20.7,eligible
41,Oregon,IHME-CurveFit,26,43,5.6,20.7,eligible
41,Oregon,JHUAPL-Bucky,32,43,5.6,20.7,eligible
41,Oregon,JHUAPL-Gecko,84,43,5.6,20.7,eligible
41,Oregon,Karlen-pypm,35,43,5.6,20.7,eligible
41,Oregon,LANL-GrowthRate,27,43,5.6,20.7,eligible
41,Oregon,MOBS-GLEAM_COVID,32,43,5.6,20.7,eligible
41,Oregon,UCLA-SuEIR,27,43,5.6,20.7,eligible
41,Oregon,USC-SI_kJalpha,38,43,5.6,20.7,eligible
42,Pennsylvania,Covid19Sim-Simulator,693,421,50.1,220.7,eligible
42,Pennsylvania,CU-select,369,421,50.1,220.7,eligible
42,Pennsylvania,GT-DeepCOVID,409,421,50.1,220.7,eligible
42,Pennsylvania,IHME-CurveFit,281,421,50.1,220.7,eligible
42,Pennsylvania,JHUAPL-Bucky,362,421,50.1,220.7,eligible
42,Pennsylvania,JHUAPL-Gecko,761,421,50.1,220.7,eligible
42,Pennsylvania,Karlen-pypm,368,421,50.1,220.7,eligible
42,Pennsylvania,LANL-GrowthRate,320,421,50.1,220.7,eligible
42,Pennsylvania,MOBS-GLEAM_COVID,312,421,50.1,220.7,eligible
42,Pennsylvania,USC-SI_kJalpha,373,421,50.1,220.7,eligible
44,Rhode Island,Covid19Sim-Simulator,58,29,4.8,10,eligible
44,Rhode Island,CU-select,26,29,4.8,10,eligible
44,Rhode Island,Google_Harvard-CPF,28,29,4.8,10,eligible
44,Rhode Island,GT-DeepCOVID,28,29,4.8,10,eligible
44,Rhode Island,IHME-CurveFit,17,29,4.8,10,eligible
44,Rhode Island,JHUAPL-Bucky,25,29,4.8,10,eligible
44,Rhode Island,JHUAPL-Gecko,24,29,4.8,10,eligible
44,Rhode Island,Karlen-pypm,24,29,4.8,10,eligible
44,Rhode Island,LANL-GrowthRate,21,29,4.8,10,eligible
44,Rhode Island,MOBS-GLEAM_COVID,26,29,4.8,10,eligible
44,Rhode Island,UCLA-SuEIR,29,29,4.8,10,eligible
44,Rhode Island,USC-SI_kJalpha,24,29,4.8,10,eligible
45,South Carolina,Covid19Sim-Simulator,434,214,38.3,61,eligible
45,South Carolina,CU-select,232,214,38.3,61,eligible
45,South Carolina,Google_Harvard-CPF,68,214,38.3,61,eligible
45,South Carolina,IHME-CurveFit,100,214,38.3,61,eligible
45,South Carolina,JHUAPL-Bucky,247,214,38.3,61,eligible
45,South Carolina,JHUAPL-Gecko,279,214,38.3,61,eligible
45,South Carolina,Karlen-pypm,200,214,38.3,61,eligible
45,South Carolina,LANL-GrowthRate,161,214,38.3,61,eligible
45,South Carolina,MOBS-GLEAM_COVID,143,214,38.3,61,eligible
45,South Carolina,USC-SI_kJalpha,200,214,38.3,61,eligible
46,South Dakota,Covid19Sim-Simulator,27,12,3.2,-1.2,eligible
46,South Dakota,CU-select,9,12,3.2,-1.2,eligible
46,South Dakota,Google_Harvard-CPF,3,12,3.2,-1.2,eligible
46,South Dakota,GT-DeepCOVID,16,12,3.2,-1.2,eligible
46,South Dakota,IHME-CurveFit,16,12,3.2,-1.2,eligible
46,South Dakota,JHUAPL-Bucky,10,12,3.2,-1.2,eligible
46,South Dakota,JHUAPL-Gecko,16,12,3.2,-1.2,eligible
46,South Dakota,Karlen-pypm,9,12,3.2,-1.2,eligible
46,South Dakota,LANL-GrowthRate,5,12,3.2,-1.2,eligible
46,South Dakota,MOBS-GLEAM_COVID,17,12,3.2,-1.2,eligible
46,South Dakota,UCLA-SuEIR,5,12,3.2,-1.2,eligible
46,South Dakota,USC-SI_kJalpha,10,12,3.2,-1.2,eligible
47,Tennessee,Covid19Sim-Simulator,345,176,39.9,16.2,eligible
47,Tennessee,CU-select,167,176,39.9,16.2,eligible
47,Tennessee,Google_Harvard-CPF,29,176,39.9,16.2,eligible
47,Tennessee,GT-DeepCOVID,199,176,39.9,16.2,eligible
47,Tennessee,IHME-CurveFit,164,176,39.9,16.2,eligible
47,Tennessee,JHUAPL-Bucky,155,176,39.9,16.2,eligible
47,Tennessee,JHUAPL-Gecko,154,176,39.9,16.2,eligible
47,Tennessee,Karlen-pypm,130,176,39.9,16.2,eligible
47,Tennessee,LANL-GrowthRate,97,176,39.9,16.2,eligible
47,Tennessee,MOBS-GLEAM_COVID,194,176,39.9,16.2,eligible
47,Tennessee,UCLA-SuEIR,58,176,39.9,16.2,eligible
47,Tennessee,USC-SI_kJalpha,150,176,39.9,16.2,eligible
48,Texas,Covid19Sim-Simulator,2451,1395,155.9,771.7,eligible
48,Texas,CU-select,1553,1395,155.9,771.7,eligible
48,Texas,GT-DeepCOVID,1411,1395,155.9,771.7,eligible
48,Texas,IHME-CurveFit,1067,1395,155.9,771.7,eligible
48,Texas,JHUAPL-Bucky,1489,1395,155.9,771.7,eligible
48,Texas,JHUAPL-Gecko,1567,1395,155.9,771.7,eligible
48,Texas,Karlen-pypm,1332,1395,155.9,771.7,eligible
48,Texas,LANL-GrowthRate,1134,1395,155.9,771.7,eligible
48,Texas,MOBS-GLEAM_COVID,1198,1395,155.9,771.7,eligible
48,Texas,USC-SI_kJalpha,1320,1395,155.9,771.7,eligible
49,Utah,Covid19Sim-Simulator,88,71,10.8,27.2,eligible
49,Utah,CU-select,49,71,10.8,27.2,eligible
49,Utah,GT-DeepCOVID,54,71,10.8,27.2,eligible
49,Utah,IHME-CurveFit,85,71,10.8,27.2,eligible
49,Utah,JHUAPL-Bucky,28,71,10.8,27.2,eligible
49,Utah,JHUAPL-Gecko,81,71,10.8,27.2,eligible
49,Utah,Karlen-pypm,59,71,10.8,27.2,eligible
49,Utah,LANL-GrowthRate,37,71,10.8,27.2,eligible
49,Utah,MOBS-GLEAM_COVID,62,71,10.8,27.2,eligible
49,Utah,USC-SI_kJalpha,56,71,10.8,27.2,eligible
50,Vermont,Covid19Sim-Simulator,9,10,3.6,-4.2,eligible
50,Vermont,CU-select,7,10,3.6,-4.2,eligible
50,Vermont,Google_Harvard-CPF,3,10,3.6,-4.2,eligible
50,Vermont,GT-DeepCOVID,5,10,3.6,-4.2,eligible
50,Vermont,IHME-CurveFit,3,10,3.6,-4.2,eligible
50,Vermont,JHUAPL-Bucky,6,10,3.6,-4.2,eligible
50,Vermont,JHUAPL-Gecko,14,10,3.6,-4.2,eligible
50,Vermont,Karlen-pypm,9,10,3.6,-4.2,eligible
50,Vermont,LANL-GrowthRate,7,10,3.6,-4.2,eligible
50,Vermont,MOBS-GLEAM_COVID,7,10,3.6,-4.2,eligible
50,Vermont,UCLA-SuEIR,3,10,3.6,-4.2,eligible
50,Vermont,USC-SI_kJalpha,9,10,3.6,-4.2,eligible
51,Virginia,Covid19Sim-Simulator,593,246,37.7,94.9,eligible
51,Virginia,CU-select,281,246,37.7,94.9,eligible
51,Virginia,Google_Harvard-CPF,139,246,37.7,94.9,eligible
51,Virginia,GT-DeepCOVID,216,246,37.7,94.9,eligible
51,Virginia,IHME-CurveFit,119,246,37.7,94.9,eligible
51,Virginia,JHUAPL-Bucky,363,246,37.7,94.9,eligible
51,Virginia,JHUAPL-Gecko,479,246,37.7,94.9,eligible
51,Virginia,Karlen-pypm,224,246,37.7,94.9,eligible
51,Virginia,LANL-GrowthRate,206,246,37.7,94.9,eligible
51,Virginia,MOBS-GLEAM_COVID,210,246,37.7,94.9,eligible
51,Virginia,UCLA-SuEIR,251,246,37.7,94.9,eligible
51,Virginia,USC-SI_kJalpha,242,246,37.7,94.9,eligible
53,Washington,Covid19Sim-Simulator,155,81,13.3,27.7,eligible
53,Washington,CU-select,69,81,13.3,27.7,eligible
53,Washington,Google_Harvard-CPF,29,81,13.3,27.7,eligible
53,Washington,GT-DeepCOVID,79,81,13.3,27.7,eligible
53,Washington,IHME-CurveFit,37,81,13.3,27.7,eligible
53,Washington,JHUAPL-Bucky,59,81,13.3,27.7,eligible
53,Washington,JHUAPL-Gecko,179,81,13.3,27.7,eligible
53,Washington,Karlen-pypm,74,81,13.3,27.7,eligible
53,Washington,LANL-GrowthRate,71,81,13.3,27.7,eligible
53,Washington,MOBS-GLEAM_COVID,67,81,13.3,27.7,eligible
53,Washington,UCLA-SuEIR,48,81,13.3,27.7,eligible
53,Washington,USC-SI_kJalpha,72,81,13.3,27.7,eligible
54,West Virginia,Covid19Sim-Simulator,92,53,11.7,6.7,eligible
54,West Virginia,CU-select,53,53,11.7,6.7,eligible
54,West Virginia,Google_Harvard-CPF,16,53,11.7,6.7,eligible
54,West Virginia,GT-DeepCOVID,69,53,11.7,6.7,eligible
54,West Virginia,IHME-CurveFit,27,53,11.7,6.7,eligible
54,West Virginia,JHUAPL-Bucky,57,53,11.7,6.7,eligible
54,West Virginia,JHUAPL-Gecko,110,53,11.7,6.7,eligible
54,West Virginia,Karlen-pypm,45,53,11.7,6.7,eligible
54,West Virginia,LANL-GrowthRate,40,53,11.7,6.7,eligible
54,West Virginia,MOBS-GLEAM_COVID,38,53,11.7,6.7,eligible
54,West Virginia,UCLA-SuEIR,41,53,11.7,6.7,eligible
54,West Virginia,USC-SI_kJalpha,49,53,11.7,6.7,eligible
55,Wisconsin,Covid19Sim-Simulator,140,159,21.1,74.8,eligible
55,Wisconsin,CU-select,133,159,21.1,74.8,eligible
55,Wisconsin,GT-DeepCOVID,193,159,21.1,74.8,eligible
55,Wisconsin,IHME-CurveFit,78,159,21.1,74.8,eligible
55,Wisconsin,JHUAPL-Bucky,77,159,21.1,74.8,eligible
55,Wisconsin,JHUAPL-Gecko,163,159,21.1,74.8,eligible
55,Wisconsin,Karlen-pypm,129,159,21.1,74.8,eligible
55,Wisconsin,LANL-GrowthRate,92,159,21.1,74.8,eligible
55,Wisconsin,MOBS-GLEAM_COVID,157,159,21.1,74.8,eligible
55,Wisconsin,USC-SI_kJalpha,135,159,21.1,74.8,eligible
56,Wyoming,Covid19Sim-Simulator,14,9,4.6,-9.3,eligible
56,Wyoming,CU-select,9,9,4.6,-9.3,eligible
56,Wyoming,Google_Harvard-CPF,1,9,4.6,-9.3,eligible
56,Wyoming,GT-DeepCOVID,13,9,4.6,-9.3,eligible
56,Wyoming,IHME-CurveFit,22,9,4.6,-9.3,eligible
56,Wyoming,JHUAPL-Bucky,7,9,4.6,-9.3,eligible
56,Wyoming,JHUAPL-Gecko,23,9,4.6,-9.3,eligible
56,Wyoming,Karlen-pypm,8,9,4.6,-9.3,eligible
56,Wyoming,LANL-GrowthRate,7,9,4.6,-9.3,eligible
56,Wyoming,MOBS-GLEAM_COVID,10,9,4.6,-9.3,eligible
56,Wyoming,UCLA-SuEIR,3,9,4.6,-9.3,eligible
56,Wyoming,USC-SI_kJalpha,8,9,4.6,-9.3,eligible
72,Puerto Rico,Covid19Sim-Simulator,52,19,5,-1.5,eligible
72,Puerto Rico,JHUAPL-Bucky,27,19,5,-1.5,eligible
72,Puerto Rico,JHUAPL-Gecko,38,19,5,-1.5,eligible
72,Puerto Rico,Karlen-pypm,13,19,5,-1.5,eligible
72,Puerto Rico,LANL-GrowthRate,12,19,5,-1.5,eligible
72,Puerto Rico,USC-SI_kJalpha,20,19,5,-1.5,eligible
78,Virgin Islands,JHUAPL-Bucky,0,1,0.7,-2,eligible
78,Virgin Islands,JHUAPL-Gecko,1,1,0.7,-2,eligible
78,Virgin Islands,LANL-GrowthRate,0,1,0.7,-2,eligible
78,Virgin Islands,USC-SI_kJalpha,1,1,0.7,-2,eligible
