location,location_abbreviation,date,issue_date,reported_inc,imputed_inc,absolute_size,relative_size,reviewers_marked_outlier,num_reviewers_marked_outlier,comments_reviewer1,comments_reviewer2
20,KS,2021-01-16,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-16,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-23,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-01-30,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
20,KS,2021-02-06,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
21,KY,2021-03-20,2021-03-21,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-03-28,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-04-04,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-04-11,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-04-18,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-04-25,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-05-02,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-05-09,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-20,2021-05-16,754,160,594,3.7125,MWZ,1,,
21,KY,2021-03-20,2021-05-23,754,160,594,3.7125,MWZ,1,,
21,KY,2021-03-20,2021-05-30,754,160,594,3.7125,ELR;EYC,2,,
21,KY,2021-03-20,2021-06-06,754,160,594,3.7125,APG;MWZ,2,,
21,KY,2021-03-27,2021-03-28,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-27,2021-04-04,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-27,2021-04-11,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-27,2021-04-18,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-27,2021-04-25,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-27,2021-05-02,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-27,2021-05-09,754,160,594,3.7125,MWZ;ELR,2,,
21,KY,2021-03-27,2021-05-16,754,160,594,3.7125,MWZ,1,,
21,KY,2021-03-27,2021-05-23,754,160,594,3.7125,MWZ,1,,
21,KY,2021-03-27,2021-05-30,754,160,594,3.7125,ELR;EYC,2,,
21,KY,2021-03-27,2021-06-06,754,160,594,3.7125,APG;MWZ,2,,
21,KY,2021-06-05,2021-06-06,754,160,594,3.7125,APG;MWZ,2,,
24,MD,2021-05-29,2021-05-30,609,65,544,8.369230769,ELR;EYC,2,,
24,MD,2021-05-29,2021-06-06,609,65,544,8.369230769,APG;MWZ,2,,
26,MI,2020-12-26,2020-12-27,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-01-03,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-01-10,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
26,MI,2020-12-26,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-01-03,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-01-10,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
26,MI,2021-01-02,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
27,MN,2020-08-22,2020-08-23,,,,,,,,
27,MN,2020-08-22,2020-08-30,,,,,,,,
27,MN,2020-08-22,2020-09-06,,,,,,,,
27,MN,2020-08-22,2020-09-13,,,,,,,,
27,MN,2020-08-22,2020-09-20,,,,,,,,
27,MN,2020-08-22,2020-09-27,,,,,,,,
27,MN,2020-08-22,2020-10-04,,,,,,,,
27,MN,2020-08-22,2020-10-11,,,,,,,,
27,MN,2020-08-22,2020-10-18,,,,,,,,
27,MN,2020-08-22,2020-10-25,,,,,,,,
27,MN,2020-08-22,2020-11-01,,,,,,,,
27,MN,2020-08-22,2020-11-08,,,,,,,,
27,MN,2020-08-22,2020-11-15,,,,,,,,
27,MN,2020-08-22,2020-11-22,,,,,,,,
27,MN,2020-08-22,2020-11-29,,,,,,,,
27,MN,2020-08-22,2020-12-06,,,,,,,,
27,MN,2020-08-22,2020-12-13,,,,,,,,
27,MN,2020-08-22,2020-12-20,,,,,,,,
27,MN,2020-08-22,2020-12-27,,,,,,,,
27,MN,2020-08-22,2021-01-03,,,,,,,,
27,MN,2020-08-22,2021-01-10,,,,,,,,
27,MN,2020-08-22,2021-01-17,,,,,,,,
27,MN,2020-08-22,2021-01-24,,,,,,,,
27,MN,2020-08-22,2021-01-31,,,,,,,,
27,MN,2020-08-22,2021-02-07,,,,,,,,
27,MN,2020-08-22,2021-02-14,,,,,,,,
27,MN,2020-08-22,2021-02-21,,,,,,,,
27,MN,2020-08-22,2021-02-28,,,,,,,,
27,MN,2020-08-22,2021-03-07,,,,,,,,
27,MN,2020-08-22,2021-03-14,,,,,,,,
27,MN,2020-08-22,2021-03-21,,,,,,,,
27,MN,2020-08-22,2021-03-28,,,,,,,,
27,MN,2020-08-22,2021-04-04,,,,,,,,
27,MN,2020-08-22,2021-04-11,,,,,,,,
27,MN,2020-08-22,2021-04-18,,,,,,,,
27,MN,2020-08-22,2021-04-25,,,,,,,,
27,MN,2020-08-22,2021-05-02,,,,,,,,
27,MN,2020-08-22,2021-05-09,,,,,,,,
27,MN,2020-08-22,2021-05-16,,,,,,,,
27,MN,2020-08-22,2021-05-23,,,,,,,,
27,MN,2020-08-22,2021-05-30,,,,,,,,
27,MN,2020-08-22,2021-06-06,,,,,,,,
27,MN,2021-03-13,2021-03-14,195,71,124,1.746478873,ELR,1,,
27,MN,2021-03-13,2021-03-21,195,71,124,1.746478873,ELR,1,,
27,MN,2021-03-13,2021-03-28,195,71,124,1.746478873,ELR,1,,
27,MN,2021-03-13,2021-04-04,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-04-11,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-04-18,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-04-25,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-05-02,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-05-09,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-05-16,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-05-23,195,71,124,1.746478873,MWZ;ELR,2,,
27,MN,2021-03-13,2021-05-30,195,71,124,1.746478873,ELR;EYC,2,,
27,MN,2021-03-13,2021-06-06,195,71,124,1.746478873,MWZ,1,,
30,MT,2020-12-26,2020-12-27,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-01-03,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-01-10,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
30,MT,2020-12-26,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-01-03,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-01-10,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-02,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-01-10,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-09,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-01-17,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-16,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-01-24,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-23,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-01-31,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-01-30,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-02-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-02-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-02-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-02-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-03-07,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-03-14,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-03-21,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-03-28,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-04-04,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-04-11,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-04-18,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-04-25,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-05-02,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-05-09,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-05-16,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-05-23,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-05-30,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-02-06,2021-06-06,167,274,107,0.3905109489,MWZ,1,,
30,MT,2021-04-10,2021-04-11,58,29,29,1,MWZ;ELR,2,,
30,MT,2021-04-10,2021-04-18,58,29,29,1,MWZ;ELR,2,,
30,MT,2021-04-10,2021-04-25,58,29,29,1,MWZ;ELR,2,,
30,MT,2021-04-10,2021-05-02,58,29,29,1,MWZ;ELR,2,,
30,MT,2021-04-10,2021-05-09,58,29,29,1,MWZ;ELR,2,,
30,MT,2021-04-10,2021-05-16,58,29,29,1,MWZ;ELR,2,,
30,MT,2021-04-10,2021-05-23,58,29,29,1,MWZ;ELR,2,,
